id,surah,ayat,juz,tema,teks_terjemah_2019,no_footnote,teks_footnote
5314,68,43,29,Allah Tidak Menyamakan Orang Kafir dengan Orang Mukmin,"Pandangan mereka tertunduk dan diliputi kehinaan. Sungguh, dahulu (di dunia) mereka telah diseru untuk bersujud pada waktu mereka sehat (tetapi mereka enggan).",,
5315,68,44,29,Ancaman Allah kepada Orang yang Mendustakan Al-Qur’an,Biarkan Aku bersama orang-orang yang mendustakan perkataan ini (Al-Qur’an). Kelak akan Kami biarkan mereka berangsur-angsur (menuju kebinasaan) dari arah yang tidak mereka ketahui.,,
5316,68,45,29,Ancaman Allah kepada Orang yang Mendustakan Al-Qur’an,Aku memberi tenggang waktu kepada mereka. Sesungguhnya rencana-Ku sangat teguh.,,
5317,68,46,29,Ancaman Allah kepada Orang yang Mendustakan Al-Qur’an,Ataukah engkau (Nabi Muhammad) meminta imbalan kepada mereka sehingga mereka dibebani utang?,,
5318,68,47,29,Ancaman Allah kepada Orang yang Mendustakan Al-Qur’an,Ataukah mereka mengetahui yang gaib lalu mereka menuliskannya?,,
5319,68,48,29,Ancaman Allah kepada Orang yang Mendustakan Al-Qur’an,"Oleh karena itu, bersabarlah (Nabi Muhammad) terhadap ketetapan Tuhanmu dan janganlah seperti orang yang berada dalam (perut) ikan (Yunus) ketika dia berdoa dengan hati sedih.",,
5320,68,49,29,Ancaman Allah kepada Orang yang Mendustakan Al-Qur’an,"Seandainya dia tidak segera mendapat nikmat dari Tuhannya, pastilah dia dicampakkan ke tanah tandus dalam keadaan tercela.",,
5321,68,50,29,Ancaman Allah kepada Orang yang Mendustakan Al-Qur’an,Tuhannya lalu memilihnya dan menjadikannya termasuk orang-orang saleh.,,
5322,68,51,29,Ancaman Allah kepada Orang yang Mendustakan Al-Qur’an,"Sesungguhnya orang-orang yang kufur itu hampir-hampir menggelincirkanmu dengan pandangan matanya ketika mereka mendengar Al-Qur’an dan berkata, “Sesungguhnya dia (Nabi Muhammad) benar-benar orang gila.”",,
5323,68,52,29,Ancaman Allah kepada Orang yang Mendustakan Al-Qur’an,(Al-Qur’an) itu tidak lain kecuali peringatan bagi seluruh alam.,,
5324,69,1,29,Orang yang Mendustakan Kebenaran Pasti Binasa,Al-Ḥāqqah (hari Kiamat yang pasti datang).,,
5325,69,2,29,Orang yang Mendustakan Kebenaran Pasti Binasa,Apakah al-Ḥāqqah itu?,,
5326,69,3,29,Orang yang Mendustakan Kebenaran Pasti Binasa,Tahukah kamu apakah al-Ḥāqqah itu?,,
5327,69,4,29,Orang yang Mendustakan Kebenaran Pasti Binasa,(Kaum) Samud dan ‘Ad telah mendustakan al-Qāri‘ah (hari Kiamat yang menggetarkan hati).,,
5328,69,5,29,Orang yang Mendustakan Kebenaran Pasti Binasa,"Adapun (kaum) Samud, mereka telah dibinasakan dengan suara yang sangat keras,",,
5329,69,6,29,Orang yang Mendustakan Kebenaran Pasti Binasa,sedangkan (kaum) ‘Ad telah dibinasakan dengan angin topan yang sangat dingin.,,
5330,69,7,29,Orang yang Mendustakan Kebenaran Pasti Binasa,"Dia menimpakan angin itu kepada mereka selama tujuh malam delapan hari terus-menerus. Maka, kamu melihat kaum (‘Ad) pada waktu itu mati bergelimpangan seperti batang-batang pohon kurma yang telah (lapuk) bagian dalamnya.",,
5331,69,8,29,Orang yang Mendustakan Kebenaran Pasti Binasa,Adakah kamu melihat seorang pun yang masih tersisa di antara mereka?,,
5332,69,9,29,Orang yang Mendustakan Kebenaran Pasti Binasa,"Begitu juga, Firʻaun dan orang-orang yang sebelumnya serta (penduduk) negeri-negeri yang dijungkirbalikkan datang dengan membawa kesalahan yang besar.",,
5333,69,10,29,Orang yang Mendustakan Kebenaran Pasti Binasa,"Mereka mendurhakai utusan Tuhannya, lalu Dia menyiksa mereka dengan siksaan yang sangat keras.",,
5334,69,11,29,Orang yang Mendustakan Kebenaran Pasti Binasa,"Sesungguhnya ketika air naik (sampai ke gunung), Kami membawa (nenek moyang)-mu ke dalam (bahtera) yang berlayar",,
5335,69,12,29,Orang yang Mendustakan Kebenaran Pasti Binasa,agar Kami jadikan (peristiwa) itu sebagai peringatan bagi kamu dan agar diperhatikan oleh telinga yang mau mendengar.,,
5336,69,13,29,Beberapa Peristiwa ketika Hari Kiamat,Apabila sangkakala ditiup dengan sekali tiupan,,
5337,69,14,29,Beberapa Peristiwa ketika Hari Kiamat,"dan bumi serta gunung-gunung diangkat lalu dibenturkan dengan sekali benturan,",,
5338,69,15,29,Beberapa Peristiwa ketika Hari Kiamat,pada hari itu terjadilah kiamat.,,
5339,69,16,29,Beberapa Peristiwa ketika Hari Kiamat,Langit juga terbelah karena pada hari itu ia rapuh.,,
5340,69,17,29,Beberapa Peristiwa ketika Hari Kiamat,Para malaikat berada di berbagai penjurunya (langit). Pada hari itu delapan malaikat menjunjung ʻArasy (singgasana) Tuhanmu di atas mereka.,,
5341,69,18,29,Beberapa Peristiwa ketika Hari Kiamat,Pada hari itu kamu dihadapkan (kepada Tuhanmu). Tidak ada sesuatu pun dari kamu yang tersembunyi.,,
5342,69,19,29,Keadaan Orang Beriman Waktu Dihisab,"Adapun orang yang diberi catatan amalnya di tangan kanannya, dia berkata (kepada orang-orang di sekelilingnya), “Ambillah (dan) bacalah kitabku (ini)!",,
5343,69,20,29,Keadaan Orang Beriman Waktu Dihisab,Sesungguhnya (saat di dunia) aku yakin bahwa (suatu saat) aku akan menerima perhitungan diriku.”,,
5344,69,21,29,Keadaan Orang Beriman Waktu Dihisab,"Maka, ia berada dalam kehidupan yang menyenangkan",,
5345,69,22,29,Keadaan Orang Beriman Waktu Dihisab,dalam surga yang tinggi,,
5346,69,23,29,Keadaan Orang Beriman Waktu Dihisab,yang buah-buahannya dekat.,,
5347,69,24,29,Keadaan Orang Beriman Waktu Dihisab,"(Dikatakan kepada mereka,) “Makan dan minumlah dengan nikmat sebagai balasan amal yang kamu kerjakan pada hari-hari yang telah lalu.”",,
5348,69,25,29,Keadaan Orang Kafir pada Hari Perhitungan,"Adapun orang yang diberi catatan amalnya di tangan kirinya berkata, “Seandainya saja aku tidak diberi catatan amalku",,
5349,69,26,29,Keadaan Orang Kafir pada Hari Perhitungan,dan tidak mengetahui bagaimana perhitunganku.,,
5350,69,27,29,Keadaan Orang Kafir pada Hari Perhitungan,Seandainya saja ia (kematian) itulah yang menyudahi segala sesuatu.,,
5351,69,28,29,Keadaan Orang Kafir pada Hari Perhitungan,Hartaku sama sekali tidak berguna bagiku.,,
5352,69,29,29,Keadaan Orang Kafir pada Hari Perhitungan,Kekuasaanku telah hilang dariku.”,,
5353,69,30,29,Keadaan Orang Kafir pada Hari Perhitungan,"(Allah berfirman,) “Tangkap dia lalu belenggu tangannya ke lehernya.",,
5354,69,31,29,Keadaan Orang Kafir pada Hari Perhitungan,"Kemudian, masukkan dia ke dalam (neraka) Jahim.",,
5355,69,32,29,Keadaan Orang Kafir pada Hari Perhitungan,"Kemudian, belit dia dengan rantai yang panjangnya tujuh puluh hasta.",,
5356,69,33,29,Keadaan Orang Kafir pada Hari Perhitungan,Sesungguhnya dia tidak beriman kepada Allah Yang Maha Agung.,,
5357,69,34,29,Keadaan Orang Kafir pada Hari Perhitungan,Dia juga tidak mendorong (orang lain) untuk memberi makan orang miskin.,,
5358,69,35,29,Keadaan Orang Kafir pada Hari Perhitungan,"Maka, pada hari ini tidak ada seorang pun teman setia baginya di sini (neraka).",,
5359,69,36,29,Keadaan Orang Kafir pada Hari Perhitungan,"Tidak ada makanan (baginya), kecuali dari darah dan nanah.",,
5360,69,37,29,Keadaan Orang Kafir pada Hari Perhitungan,"Tidak ada yang memakannya, kecuali para pendosa.”",,
5361,69,38,29,Al-Qur’an Benar-Benar Wahyu dari Allah,"Maka, Aku bersumpah demi apa yang kamu lihat",,
5362,69,39,29,Al-Qur’an Benar-Benar Wahyu dari Allah,"dan demi apa yang tidak kamu lihat,",,
5363,69,40,29,Al-Qur’an Benar-Benar Wahyu dari Allah,sesungguhnya ia (Al-Qur’an) itu benar-benar wahyu (yang diturunkan kepada) Rasul yang mulia.,,
5364,69,41,29,Al-Qur’an Benar-Benar Wahyu dari Allah,Ia (Al-Qur’an) bukanlah perkataan seorang penyair. Sedikit sekali kamu beriman (kepadanya).,,
5365,69,42,29,Al-Qur’an Benar-Benar Wahyu dari Allah,(Al-Qur’an) bukan pula perkataan tukang tenung. Sedikit sekali kamu mengambil pelajaran (darinya).,,
5366,69,43,29,Al-Qur’an Benar-Benar Wahyu dari Allah,(Al-Qur’an itu) diturunkan dari Tuhan semesta alam.,,
5367,69,44,29,Peringatan Allah kepada Nabi Muhammad Seandainya Membuat-buat Al-Qur’an,"Sekiranya dia (Nabi Muhammad) mengada-adakan sebagian saja perkataan atas (nama) Kami,",,
5368,69,45,29,Peringatan Allah kepada Nabi Muhammad Seandainya Membuat-buat Al-Qur’an,niscaya Kami benar-benar menyiksanya dengan penuh kekuatan.,,
5369,69,46,29,Peringatan Allah kepada Nabi Muhammad Seandainya Membuat-buat Al-Qur’an,"Kemudian, Kami benar-benar memotong urat nadinya.",,
5370,69,47,29,Peringatan Allah kepada Nabi Muhammad Seandainya Membuat-buat Al-Qur’an,"Maka, tidak ada seorang pun dari kamu yang dapat menghalangi (Kami) darinya (pemotongan urat nadi itu).",,
5371,69,48,29,Peringatan Allah kepada Nabi Muhammad Seandainya Membuat-buat Al-Qur’an,Sesungguhnya ia (Al-Qur’an itu) benar-benar suatu pelajaran bagi orang-orang yang bertakwa.,,
5372,69,49,29,Peringatan Allah kepada Nabi Muhammad Seandainya Membuat-buat Al-Qur’an,Sesungguhnya Kami benar-benar mengetahui bahwa di antara kamu ada para pendusta.,,
5373,69,50,29,Peringatan Allah kepada Nabi Muhammad Seandainya Membuat-buat Al-Qur’an,Sesungguhnya ia (pendustaan terhadap Al-Qur’an) benar-benar menjadi penyesalan bagi orang-orang kafir (di akhirat).,,
5374,69,51,29,Peringatan Allah kepada Nabi Muhammad Seandainya Membuat-buat Al-Qur’an,Sesungguhnya ia (Al-Qur’an itu) adalah kebenaran yang meyakinkan.,,
5375,69,52,29,Peringatan Allah kepada Nabi Muhammad Seandainya Membuat-buat Al-Qur’an,"Maka, bertasbihlah dengan (menyebut) nama Tuhanmu Yang Maha Agung.",,
5376,70,1,29,Pengingkaran akan Adanya Hari Kiamat,Seseorang (dengan nada mengejek) meminta (didatangkan) azab yang pasti akan terjadi,,
5377,70,2,29,Pengingkaran akan Adanya Hari Kiamat,bagi orang-orang kafir. Tidak seorang pun yang dapat menolaknya (azab),,
5378,70,3,29,Pengingkaran akan Adanya Hari Kiamat,"dari Allah, Pemilik tempat-tempat (untuk) naik.",,
5379,70,4,29,Pengingkaran akan Adanya Hari Kiamat,Para malaikat dan Rūḥ (Jibril) naik (menghadap) kepada-Nya dalam sehari yang kadarnya lima puluh ribu tahun.,722,"722) Maksudnya, Jibril dan para malaikat lain butuh waktu satu hari perjalanan untuk menghadap Allah Swt. Satu hari dalam dunia malaikat sama dengan lima puluh ribu tahun dalam dunia manusia."
5380,70,5,29,Pengingkaran akan Adanya Hari Kiamat,"Maka, bersabarlah dengan kesabaran yang baik.",,
5381,70,6,29,Pengingkaran akan Adanya Hari Kiamat,"Sesungguhnya mereka memandangnya (siksaan itu) jauh (mustahil terjadi),",,
5382,70,7,29,Pengingkaran akan Adanya Hari Kiamat,sedangkan Kami memandangnya dekat (pasti terjadi).,,
5383,70,8,29,Pengingkaran akan Adanya Hari Kiamat,"(Siksaan itu datang) pada hari (ketika) langit menjadi seperti luluhan perak,",,
5384,70,9,29,Pengingkaran akan Adanya Hari Kiamat,"gunung-gunung menjadi seperti bulu (yang beterbangan),",,
5385,70,10,29,Pengingkaran akan Adanya Hari Kiamat,"dan tidak ada seorang pun teman setia yang menanyakan temannya,",,
5386,70,11,29,Pengingkaran akan Adanya Hari Kiamat,"(padahal) mereka saling melihat. Orang yang berbuat durhaka itu menginginkan sekiranya dia dapat menebus (dirinya) dari azab hari itu dengan anak-anaknya,",,
5387,70,12,29,Pengingkaran akan Adanya Hari Kiamat,"istrinya, saudaranya,",,
5388,70,13,29,Pengingkaran akan Adanya Hari Kiamat,"keluarga yang melindunginya (di dunia),",,
5389,70,14,29,Pengingkaran akan Adanya Hari Kiamat,"dan seluruh orang di bumi. Kemudian, (dia mengharapkan) tebusan itu dapat menyelamatkannya.",,
5390,70,15,29,Pengingkaran akan Adanya Hari Kiamat,Sekali-kali tidak! Sesungguhnya ia (neraka) itu adalah api yang bergejolak,,
5391,70,16,29,Pengingkaran akan Adanya Hari Kiamat,"yang mengelupaskan kulit kepala,",,
5392,70,17,29,Pengingkaran akan Adanya Hari Kiamat,"yang memanggil orang yang berpaling dan menjauh (dari agama),",,
5393,70,18,29,Pengingkaran akan Adanya Hari Kiamat,"serta mengumpulkan (harta benda), lalu menyimpannya.",723,"723) Maksudnya adalah orang-orang yangmenyimpan hartanya, tidak mau mengeluarkan zakat, dan tidak pula menginfakkannya ke jalan yang benar. "
5394,70,19,29,Mengatasi Sifat Buruk pada Manusia,Sesungguhnya manusia diciptakan dengan sifat keluh kesah lagi kikir.,,
5395,70,20,29,Mengatasi Sifat Buruk pada Manusia,"Apabila ditimpa keburukan (kesusahan), ia berkeluh kesah.",,
5396,70,21,29,Mengatasi Sifat Buruk pada Manusia,"Apabila mendapat kebaikan (harta), ia amat kikir,",,
5397,70,22,29,Mengatasi Sifat Buruk pada Manusia,"kecuali orang-orang yang mengerjakan salat,",,
5398,70,23,29,Mengatasi Sifat Buruk pada Manusia,"yang selalu setia mengerjakan salatnya,",,
5399,70,24,29,Mengatasi Sifat Buruk pada Manusia,yang di dalam hartanya ada bagian tertentu,,
5400,70,25,29,Mengatasi Sifat Buruk pada Manusia,"untuk orang (miskin) yang meminta-minta dan orang (miskin) yang menahan diri dari meminta-minta,",,
5401,70,26,29,Mengatasi Sifat Buruk pada Manusia,"yang memercayai hari Pembalasan,",,
5402,70,27,29,Mengatasi Sifat Buruk pada Manusia,dan yang takut terhadap azab Tuhannya.,,
5403,70,28,29,Mengatasi Sifat Buruk pada Manusia,Sesungguhnya tidak ada orang yang merasa aman dari azab Tuhan mereka.,,
5404,70,29,29,Mengatasi Sifat Buruk pada Manusia,"(Termasuk orang yang selamat dari azab adalah) orang-orang yang menjaga kemaluannya,",,
5405,70,30,29,Mengatasi Sifat Buruk pada Manusia,kecuali terhadap istri-istri mereka atau hamba sahaya yang mereka miliki. Sesungguhnya mereka tidak tercela (karena menggaulinya).,724,724) Lihat catatan kaki surah al-Mu’minūn (23): 6.
5406,70,31,29,Mengatasi Sifat Buruk pada Manusia,"Maka, siapa yang mencari (pelampiasan syahwat) selain itu, mereka itulah orang-orang yang melampaui batas.",,
5407,70,32,29,Mengatasi Sifat Buruk pada Manusia,"(Termasuk orang yang selamat dari azab adalah) orang-orang yang memelihara amanat dan janji mereka,",,
5408,70,33,29,Mengatasi Sifat Buruk pada Manusia,"yang memberikan kesaksiannya (secara benar),",,
5409,70,34,29,Mengatasi Sifat Buruk pada Manusia,dan yang memelihara salatnya.,,
5410,70,35,29,Mengatasi Sifat Buruk pada Manusia,Mereka itu (berada) di surga lagi dimuliakan.,,
5411,70,36,29,Balasan terhadap Orang Kafir,Mengapa orang-orang kafir itu bersegera datang ke arahmu (Nabi Muhammad),,
5412,70,37,29,Balasan terhadap Orang Kafir,dari kanan dan dari kiri dengan berkelompok-kelompok?,725,"725) Menurut sebagian mufasir, padasuatu hari orang-orang musyrik berkerumun di hadapan Rasulullah saw. sambil mengejek dan mengatakan, “Jika orang-orang mukmin benar-benar akan masuk surga sebagaimana kata Muhammad, kitalah yang akan masuk terlebih dahulu.” Maka, turunlah ayat 38."
5413,70,38,29,Balasan terhadap Orang Kafir,Apakah setiap orang dari mereka (orang-orang kafir itu) ingin dimasukkan ke dalam surga yang penuh kenikmatan?,,
5414,70,39,29,Balasan terhadap Orang Kafir,Sekali-kali tidak! Sesungguhnya Kami menciptakan mereka dari apa yang mereka ketahui (air mani).,726,"726) Orang-orang kafir itu mengetahui bahwa mereka diciptakan oleh Allah dari air mani untuk beriman dan bertakwa kepada-Nya seperti manusia lainnya. Jadi, jika tidak beriman dan bertakwa, mereka tidak berhak masuk surga."
5415,70,40,29,Balasan terhadap Orang Kafir,"Maka, Aku bersumpah dengan Tuhan yang mengatur tempat-tempat terbit dan terbenamnya (matahari, bulan, dan bintang), sesungguhnya Kami benar-benar Maha Kuasa",,
5416,70,41,29,Balasan terhadap Orang Kafir,untuk mengganti (mereka) dengan (kaum) yang lebih baik daripada mereka. Kami sekali-kali tidak dapat dikalahkan.,,
5417,70,42,29,Balasan terhadap Orang Kafir,"Maka, biarkanlah mereka tenggelam (dalam kesesatan) dan bermain-main (di dunia) sampai mereka menjumpai hari yang dijanjikan kepada mereka,",,
5418,70,43,29,Balasan terhadap Orang Kafir,(yaitu) pada hari ketika mereka keluar dari kubur dengan cepat seperti ketika mereka pergi dengan segera menuju berhala-berhala (sewaktu di dunia).,,
5419,70,44,29,Balasan terhadap Orang Kafir,Pandangan mereka tertunduk (serta) diliputi kehinaan. Itulah hari yang diancamkan kepada mereka.,,
5420,71,1,29,Pengutusan dan Dakwah Nabi Nuh kepada Kaumnya,"Sesungguhnya Kami telah mengutus Nuh kepada kaumnya (dengan perintah), “Berilah peringatan kepada kaummu sebelum datang azab yang pedih kepadanya!”",,
5421,71,2,29,Pengutusan dan Dakwah Nabi Nuh kepada Kaumnya,"Dia (Nuh) berkata, “Wahai kaumku, sesungguhnya aku ini adalah seorang pemberi peringatan yang menjelaskan kepadamu,",,
5422,71,3,29,Pengutusan dan Dakwah Nabi Nuh kepada Kaumnya,"(yaitu) sembahlah Allah, bertakwalah kepada-Nya, dan taatlah kepadaku,",,
5423,71,4,29,Pengutusan dan Dakwah Nabi Nuh kepada Kaumnya,"niscaya Dia akan mengampuni sebagian dosa-dosamu dan menangguhkanmu (memanjangkan umurmu) sampai pada batas waktu yang ditentukan. Sesungguhnya ketetapan Allah itu, apabila telah datang, tidak dapat ditunda. Seandainya kamu mengetahui(-nya).”",,
5424,71,5,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,"Dia (Nuh) berkata, “Ya Tuhanku, sesungguhnya aku telah menyeru kaumku siang dan malam,",,
5425,71,6,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,"tetapi seruanku itu tidak menambah (iman) mereka, melainkan mereka (makin) lari (dari kebenaran).",,
5426,71,7,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,"Sesungguhnya setiap kali aku menyeru mereka (untuk beriman) agar Engkau mengampuni mereka, mereka memasukkan anak jarinya ke telinganya dan menutupkan bajunya (ke wajahnya). Mereka pun tetap (mengingkari) dan sangat menyombongkan diri.",,
5427,71,8,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,"Kemudian, sesungguhnya aku menyeru mereka dengan cara terang-terangan.",727,727) Dakwah ini dilakukan setelah dakwah dengan cara diam-diam tidak berhasil.
5428,71,9,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,"Lalu, aku menyeru mereka secara terbuka dan diam-diam.",728,"728) Setelah gagalnya dakwah secara diam-diam dan dakwah secara terang-terangan, Nabi Nuh a.s. melakukan keduanya sekaligus."
5429,71,10,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,"Lalu, aku berkata (kepada mereka), “Mohonlah ampun kepada Tuhanmu. Sesungguhnya Dia Maha Pengampun.",,
5430,71,11,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,"(Jika kamu memohon ampun,) niscaya Dia akan menurunkan hujan yang lebat dari langit kepadamu,",,
5431,71,12,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,"memperbanyak harta dan anak-anakmu, serta mengadakan kebun-kebun dan sungai-sungai untukmu.”",,
5432,71,13,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,Mengapa kamu tidak takut akan kebesaran Allah?,,
5433,71,14,29,Berbagai Upaya Nabi Nuh dalam Menyeru Kaumnya,"Padahal, sungguh, Dia telah menciptakanmu dalam beberapa tahapan (penciptaan).",729,729) Lihat surah al-Mu’minūn (23): 12‒14.
5434,71,15,29,Beberapa Bukti Kemahakuasaan Allah,Tidakkah kamu memperhatikan bagaimana Allah telah menciptakan tujuh langit berlapis-lapis?,,
5435,71,16,29,Beberapa Bukti Kemahakuasaan Allah,Di sana Dia menjadikan bulan bercahaya dan matahari sebagai pelita (yang cemerlang).,,
5436,71,17,29,Beberapa Bukti Kemahakuasaan Allah,Allah benar-benar menciptakanmu dari tanah.,,
5437,71,18,29,Beberapa Bukti Kemahakuasaan Allah,"Kemudian, dia akan mengembalikanmu ke dalamnya (tanah) dan mengeluarkanmu (pada hari Kiamat) dengan pasti. ",,
5438,71,19,29,Beberapa Bukti Kemahakuasaan Allah,Allah menjadikan bumi untukmu sebagai hamparan,,
5439,71,20,29,Beberapa Bukti Kemahakuasaan Allah,agar kamu dapat pergi dengan leluasa di jalan-jalan yang luas.,,
5440,71,21,29,Pembangkangan Kaum Nabi Nuh,"Nuh berkata, “Ya Tuhanku, sesungguhnya mereka durhaka kepadaku dan mengikuti orang-orang yang harta dan anak-anaknya hanya menambah kerugian baginya.",,
5441,71,22,29,Pembangkangan Kaum Nabi Nuh,Mereka pun melakukan tipu daya yang sangat besar.,,
5442,71,23,29,Pembangkangan Kaum Nabi Nuh,"Mereka berkata, ‘Jangan sekali-kali kamu meninggalkan tuhan-tuhanmu dan jangan pula sekali-kali kamu meninggalkan Wadd, Suwā‘, Yagūṡ, Ya‘ūq, dan Nasr.’",730,730) Kelimanya adalah nama-nama berhala terbesar pada kabilah-kabilah kaum Nabi Nuh a.s. yang semula merupakan nama-nama orang saleh.
5443,71,24,29,Pembangkangan Kaum Nabi Nuh,"Sungguh, mereka telah menyesatkan banyak orang. Janganlah Engkau tambahkan bagi orang-orang zalim itu selain kesesatan.”",,
5444,71,25,29,Hukuman Allah terhadap Kaum Nabi Nuh,"Disebabkan kesalahan-kesalahan mereka, mereka ditenggelamkan, lalu dimasukkan ke neraka. Mereka tidak mendapat penolong selain Allah.",,
5445,71,26,29,Hukuman Allah terhadap Kaum Nabi Nuh,"Nuh berkata, “Ya Tuhanku, janganlah Engkau biarkan seorang pun di antara orang-orang kafir itu tinggal di atas bumi.",,
5446,71,27,29,Hukuman Allah terhadap Kaum Nabi Nuh,"Sesungguhnya jika Engkau biarkan mereka tinggal, niscaya mereka akan menyesatkan hamba-hamba-Mu. Mereka pun hanya akan melahirkan anak-anak yang jahat dan tidak tahu bersyukur.",,
5447,71,28,29,Hukuman Allah terhadap Kaum Nabi Nuh,"Ya Tuhanku, ampunilah aku, ibu bapakku, dan siapa pun yang memasuki rumahku dengan beriman dan semua orang yang beriman laki-laki dan perempuan. Janganlah Engkau tambahkan bagi orang-orang zalim itu selain kehancuran.”",,
5448,72,1,29,Jin Beriman setelah Mendengar Al-Qur’an,"Katakanlah (Nabi Muhammad), “Telah diwahyukan kepadaku bahwa sekumpulan jin telah mendengarkan (Al-Qur’an yang kubaca).” Lalu, mereka berkata, “Kami telah mendengarkan bacaan yang menakjubkan,",,
5449,72,2,29,Jin Beriman setelah Mendengar Al-Qur’an,"yang memberi petunjuk pada kebenaran, sehingga kami pun beriman padanya dan tidak akan mempersekutukan sesuatu pun dengan Tuhan kami. ",,
5450,72,3,29,Jin Beriman setelah Mendengar Al-Qur’an,Sesungguhnya Maha Tinggi keagungan Tuhan kami. Dia tidak beristri dan tidak (pula) beranak.,,
5451,72,4,29,Jin Beriman setelah Mendengar Al-Qur’an,Sesungguhnya orang yang bodoh di antara kami selalu mengucapkan (perkataan) yang melampaui batas terhadap Allah.,,
5452,72,5,29,Jin Beriman setelah Mendengar Al-Qur’an,Sesungguhnya kami mengira bahwa manusia dan jin itu tidak akan mengatakan perkataan yang dusta terhadap Allah.”,,
5453,72,6,29,Jin Beriman setelah Mendengar Al-Qur’an,Sesungguhnya ada beberapa orang laki-laki dari (kalangan) manusia yang meminta perlindungan kepada beberapa laki-laki dari (kalangan) jin sehingga mereka (jin) menjadikan mereka (manusia) bertambah sesat.,,
5454,72,7,29,Jin Beriman setelah Mendengar Al-Qur’an,Sesungguhnya mereka (jin) mengira sebagaimana kamu (orang musyrik Makkah) mengira bahwa Allah tidak akan membangkitkan kembali siapa pun (pada hari Kiamat).,,
5455,72,8,29,Pengakuan Jin tentang Penjagaan Langit,"(Jin berkata lagi,) “Sesungguhnya kami (jin) telah mencoba mengetahui (rahasia) langit. Maka, kami mendapatinya penuh dengan penjagaan yang kuat dan panah-panah api.",,
5456,72,9,29,Pengakuan Jin tentang Penjagaan Langit,"Sesungguhnya kami (jin) dahulu selalu menduduki beberapa tempat (di langit) untuk mencuri dengar (berita-beritanya). Akan tetapi, sekarang siapa yang (mencoba) mencuri dengar pasti akan menjumpai panah api yang mengintai (untuk membakarnya).",731,731) Yang dimaksud dengan sekarang adalah waktu setelah Nabi Muhammad saw. diutus menjadi rasul.
5457,72,10,29,Pengakuan Jin tentang Penjagaan Langit,Sesungguhnya kami tidak mengetahui apakah keburukan yang dikehendaki terhadap siapa yang di bumi ataukah Tuhan mereka menghendaki kebaikan terhadap mereka.,,
5458,72,11,29,Pengakuan Jin tentang Penjagaan Langit,Sesungguhnya di antara kami ada yang saleh dan di antara kami ada (pula) yang tidak demikian halnya. Kami menempuh jalan yang berbeda-beda.,,
5459,72,12,29,Pengakuan Jin tentang Penjagaan Langit,Sesungguhnya kami yakin bahwa kami tidak akan mampu melepaskan diri (dari kekuasaan) Allah di bumi dan tidak (pula) dapat lari melepaskan diri (dari)-Nya.,,
5460,72,13,29,Pengakuan Jin tentang Penjagaan Langit,"Sesungguhnya ketika mendengar petunjuk (Al-Qur’an), kami pun beriman kepadanya. Maka, siapa yang beriman kepada Tuhannya tidak (perlu) takut akan pengurangan (pahala amalnya) dan tidak (takut pula) akan kesulitan (akibat penambahan dosa).",,
5461,72,14,29,Pengakuan Jin tentang Penjagaan Langit,Sesungguhnya di antara kami ada yang muslim dan ada (pula) yang menyimpang dari kebenaran. Siapa yang (memeluk) Islam telah memilih jalan yang benar.,,
5462,72,15,29,Pengakuan Jin tentang Penjagaan Langit,Adapun para penyimpang dari kebenaran menjadi bahan bakar (neraka) Jahanam.”,,
5463,72,16,29,Pengakuan Jin tentang Penjagaan Langit,"Seandainya mereka tetap berjalan lurus di atas jalan itu (agama Islam), niscaya Kami akan mencurahkan air yang banyak (rezeki yang cukup).",,
5464,72,17,29,Pengakuan Jin tentang Penjagaan Langit,Dengan (cara) itu Kami hendak menguji mereka. Siapa yang berpaling dari peringatan Tuhannya niscaya akan dimasukkan-Nya ke dalam azab yang sangat berat.,,
5465,72,18,29,Masjid Tempat Ibadah,"Sesungguhnya masjid-masjid itu milik Allah. Maka, janganlah menyembah apa pun bersamaan dengan (menyembah) Allah. ",,
5466,72,19,29,Masjid Tempat Ibadah,"Sesungguhnya ketika hamba Allah (Nabi Muhammad) berdiri menyembah-Nya (melaksanakan salat), mereka (jin-jin) itu berdesakan mengerumuninya. ",,
5467,72,20,29,Masjid Tempat Ibadah,"Katakanlah (Nabi Muhammad), “Sesungguhnya aku hanya menyembah Tuhanku dan aku tidak mempersekutukan-Nya dengan apa pun.”",,
5468,72,21,29,Masjid Tempat Ibadah,"Katakanlah, “Sesungguhnya aku tidak mampu (menolak) mudarat dan tidak (pula mampu mendatangkan) kebaikan kepadamu.”",,
5469,72,22,29,Masjid Tempat Ibadah,"Katakanlah, “Sesungguhnya tidak ada seorang pun yang dapat melindungiku dari (azab) Allah dan aku tidak akan memperoleh tempat berlindung selain-Nya. ",,
